Call Sign (String),Time Zone ID (String),Taken At (UTC) (ISO 8601),Taken At (Local) (ISO 8601),Is Regular Report (Boolean),Is Correction (Boolean),Has Been Corrected (Boolean),Has Precipitation Sensor (Boolean),Source (String),Sub-Source (String),Report Type (String),Trend (String),Airport Status (String),Automatic Type (String),Temperature (°F),Temperature Precision (Integer),Temperature 6-Hour Low (°F),Temperature 6-Hour High (°F),Temperature 24-Hour Low (°F),Temperature 24-Hour High (°F),Dew Point (°F),Dew Point Precision (Integer),Wind Speed (mph),Wind Direction (degrees),Gust Speed (mph),CAVOK (Boolean),Visibility (mi),Visibility Type (String),Precipitation 1h (in),Precipitation 3h (in),Precipitation 6h (in),Precipitation 24h (in),Snow Depth (in),Pressure Altimeter (in Hg),Pressure Station (in Hg),Pressure Sea Level (in Hg),Max Cloud Layer Code (String),Max Cloud Layer Height (ft),Cloud Layer Code 1 (String),Cloud Layer Label 1 (String),Cloud Layer Height 1 (ft),Cloud Layer Code 2 (String),Cloud Layer Label 2 (String),Cloud Layer Height 2 (ft),Cloud Layer Code 3 (String),Cloud Layer Label 3 (String),Cloud Layer Height 3 (ft),Cloud Layer Code 4 (String),Cloud Layer Label 4 (String),Cloud Layer Height 4 (ft),Cloud Layer Code 5 (String),Cloud Layer Label 5 (String),Cloud Layer Height 5 (ft),Cloud Layer Code 6 (String),Cloud Layer Label 6 (String),Cloud Layer Height 6 (ft),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Raw (String)
KDEN,America/Denver,1989-11-13T05:53:00,1989-11-12T22:53:00,true,false,false,false,Metar,DvdArchive,,,,,55.94,1,,75.92,,,19.94,1,11.51,280.00,,false,20.00,Value,,,,,,29.82,,,SCT,30000.00,SCT,partly cloudy,30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 130553Z 28010KT 20SM SCT300 13/M07 A2982 RMK SLP037 T01331067 10244
KDEN,America/Denver,1989-11-13T07:51:00,1989-11-13T00:51:00,true,false,false,false,Metar,DvdArchive,,,,,57.92,1,,,,,21.02,1,11.51,250.00,,false,20.00,Value,,,,,,29.85,,,SCT,30000.00,SCT,partly cloudy,30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 130751Z 25010KT 20SM SCT300 14/M06 A2985 RMK SLP040 T01441061
KDEN,America/Denver,1989-11-15T04:51:00,1989-11-14T21:51:00,true,false,false,false,Metar,DvdArchive,,,,,28.04,1,,,,,21.92,1,4.60,140.00,,false,20.00,Value,,,,,,30.08,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 150451Z 14004KT 20SM CLR M02/M06 A3008 RMK SLP183 T10221056
KDEN,America/Denver,1989-11-15T06:50:00,1989-11-14T23:50:00,true,false,false,false,Metar,DvdArchive,,,,,24.98,1,,,,,19.94,1,8.06,180.00,,false,20.00,Value,,,,,,30.10,,,SCT,12000.00,SCT,partly cloudy,12000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 150650Z 18007KT 20SM SCT120 M04/M07 A3010 RMK SLP195 T10391067
KDEN,America/Denver,1989-11-17T03:50:00,1989-11-16T20:50:00,true,false,false,false,Metar,DvdArchive,,,,,37.94,1,,,,,17.96,1,5.75,120.00,,false,20.00,Value,,,,,,29.94,,,SCT,10000.00,SCT,partly cloudy,10000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 170350Z 12005KT 20SM SCT100 03/M08 A2994 RMK SLP150 T00331078
KDEN,America/Denver,1989-11-17T05:50:00,1989-11-16T22:50:00,true,false,false,false,Metar,DvdArchive,,,,,35.96,1,,51.08,,,19.94,1,0.00,,,false,20.00,Value,,,,,,29.95,,,BKN,25000.00,SCT,partly cloudy,12000.00,BKN,mostly cloudy,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 170550Z 00000KT 20SM SCT120 BKN250 02/M07 A2995 RMK SLP140 T00221067 10106
KDEN,America/Denver,1989-11-19T04:50:00,1989-11-18T21:50:00,true,false,false,false,Metar,DvdArchive,,,,,44.06,1,,,,,21.92,1,10.36,180.00,,false,20.00,Value,,,,,,30.19,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 190450Z 18009KT 20SM CLR 07/M06 A3019 RMK SLP200 T00671056
KDEN,America/Denver,1989-12-10T04:52:00,1989-12-09T21:52:00,true,false,false,false,Metar,DvdArchive,,,,,33.98,1,,,,,26.06,1,9.21,80.00,,false,20.00,Value,,,,,,29.84,,,OVC,25000.00,OVC,overcast,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 100452Z 08008KT 20SM OVC250 01/M03 A2984 RMK SLP087 T00111033
KDEN,America/Denver,1989-12-10T06:53:00,1989-12-09T23:53:00,true,false,false,false,Metar,DvdArchive,,,,,33.98,1,,,,,23.00,1,6.90,90.00,,false,20.00,Value,,,,,,29.84,,,OVC,25000.00,SCT,partly cloudy,9500.00,OVC,overcast,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 100653Z 09006KT 20SM SCT095 OVC250 01/M05 A2984 RMK SLP081 T00111050
KDEN,America/Denver,1989-12-12T03:50:00,1989-12-11T20:50:00,true,false,false,false,Metar,DvdArchive,,,,,12.02,1,,,,,3.02,1,10.36,190.00,,false,20.00,Value,,,,,,30.00,,,BKN,25000.00,BKN,mostly cloudy,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 120350Z 19009KT 20SM BKN250 M11/M16 A3000 RMK SLP235 T11111161
