Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Precipitation (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg)
1987,36.86845303867401,55.06237569060774,30.09408839779004,41.852265193370144,4.057071823204421,16.43823204419893,0.07116022099447517,14.057541436464088,14.15102209944751
1988,36.89510989010991,54.64390109890109,28.63983516483516,40.366538461538454,3.2834890109890207,17.356510989011024,0.07219780219780222,29.87184065934064,30.10629120879121
1989,36.07600000000003,54.24750000000001,27.996,40.53700000000003,3.591055555555563,17.083194444444484,0.09780555555555562,29.91311111111111,30.14355555555554
1990,39.37504132231405,56.592066115702465,31.758016528925623,44.179999999999986,3.4887327823691523,17.651377410468346,0.10796143250688707,29.894159779614334,30.145564738292038
1991,38.19516483516481,56.48890109890111,30.75434065934066,43.3469230769231,3.5106868131868207,17.371923076923103,0.0889835164835165,29.92414835164836,30.155521978021998
1992,35.8835616438356,53.441698630137,28.95084931506849,41.6031232876712,2.934191780821922,17.292958904109636,0.08364383561643839,29.92243835616437,30.150547945205503
1993,36.142983425414364,54.166850828729345,29.029005524861855,41.93232044198898,2.259419889502764,16.266850828729297,0.08632596685082874,29.91881215469615,30.16461325966851
1994,36.52642659279779,54.37036011080328,29.10304709141273,41.14759002770083,2.8868698060941886,16.767534626038803,0.09063711911357339,29.903711911357316,30.136648199446007
1995,38.462644628099184,56.05057851239672,29.887107438016546,42.00809917355373,2.978760330578517,16.20625344352619,0.08798898071625344,29.871818181818156,30.086473829201097
1996,37.40983606557379,53.4622950819672,29.412622950819685,41.424918032786884,1.2977868852459014,15.507349726775963,0.07289617486338802,29.87150273224043,30.09385245901639
1997,35.88640883977898,53.541823204419906,28.234917127071824,41.18745856353589,1.2264640883977902,15.69491712707185,0.03317679558011049,29.81069060773483,30.05941988950274
1998,40.112328767123294,56.81189041095888,33.4133698630137,44.56991780821919,1.2859178082191776,15.113698630136994,0.04950684931506849,29.856904109589053,30.06794520547947
1999,39.09368131868133,57.126813186813216,30.48483516483518,42.67489010989014,1.4971978021978019,16.006978021978043,0.011401098901098897,29.88637362637367,30.113543956043987
2000,36.84714285714287,53.31615384615386,29.627857142857135,41.25368131868129,1.2575274725274719,15.387335164835187,0.0029120879120879133,29.88568681318679,30.110796703296717
2001,38.62280991735536,56.46165289256196,31.492231404958687,43.26859504132234,1.1376859504132228,15.332892561983504,0.002617079889807163,29.87005509641874,30.113608815427018
2002,38.677802197802194,55.73032967032965,31.000604395604398,43.618901098901134,1.279972527472527,15.961538461538499,0.008049450549450547,29.868626373626373,30.11478021978024
2003,36.28975206611571,53.91338842975208,29.08132231404957,41.538016528925596,0.9252892561983467,14.74647382920112,0.0011019283746556475,29.866859504132247,30.09269972451791
2004,36.164793388429736,53.4507438016529,29.028264462809897,41.13388429752068,0.8177685950413223,14.942920110192851,0.0005785123966942149,29.906280991735557,30.135840220385667
2005,37.945424657534225,55.182520547945224,30.406136986301366,41.955726027397276,0.926465753424657,14.554547945205512,0.001589041095890411,29.87926027397261,30.097452054794523
2006,40.2311780821918,56.35276712328767,32.93649315068492,43.39621917808218,0.8884657534246572,14.768493150684948,0.0029589041095890414,29.851808219178093,30.06482191780824
2007,37.06635359116023,54.91320441988949,28.1275138121547,40.41773480662986,1.0520994475138121,15.269861878453058,0.052292817679558,29.881767955801088,30.114696132596666
2008,37.76540983606558,54.96327868852461,29.690983606557385,41.66245901639343,1.0997814207650272,14.69428961748636,0.10368852459016394,29.858852459016372,30.105300546448074
2009,37.17216438356164,54.36389041095887,29.49873972602741,41.16076712328765,0.7657808219178077,14.917452054794536,0.10082191780821927,29.8804109589041,30.10835616438359
2010,39.8992876712329,56.299013698630134,32.77227397260277,43.53035616438352,0.7885205479452057,14.75465753424656,0.11249315068493153,29.80816438356163,30.01186301369863
2011,39.16893150684931,55.866520547945186,32.234246575342446,43.950520547945196,0.892383561643835,15.235452054794532,0.13232876712328775,29.849808219178097,30.078821917808224
2012,41.15484931506848,58.793369863013716,32.55479452054796,44.37660273972601,1.0021917808219176,14.747150684931519,0.08435616438356168,29.86073972602738,30.082328767123286
2013,38.71538461538463,55.78472527472528,30.236098901098924,42.241703296703236,0.9354120879120875,14.812280219780245,0.11615384615384614,29.897554945054953,30.12453296703295
2014,38.36082417582416,54.91241758241756,28.96620879120879,40.67857142857144,1.4473351648351647,15.700109890109912,0.09799450549450545,29.87629120879125,30.103543956043968
2015,38.19615384615388,56.66098901098897,28.212582417582407,41.30016483516482,1.1690384615384606,15.80906593406596,0.09239010989010991,29.905769230769238,30.140357142857148
2016,40.548021978022035,58.06983516483513,30.34340659340662,42.471153846153854,1.2231318681318675,15.530412087912104,0.07250000000000002,29.867692307692323,30.108214285714283
2017,40.71318681318682,57.07934065934062,32.08060439560439,43.91906593406596,1.2449999999999997,15.46043956043959,0.10741758241758242,29.85989010989013,30.092390109890122
