Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Precipitation (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg)
1987,39.25835164835166,61.415164835164916,25.096208791208774,35.71917582417579,4.077060439560442,18.533324175824195,0.03293956043956042,29.901401098901097,30.090714285714323
1988,39.018524590163956,61.6055737704918,21.552131147540972,33.268360655737744,4.6173224043715875,20.00969945355195,0.02803278688524588,29.863387978142093,30.07420765027323
1989,35.800219178082216,56.62005479452053,23.39008219178083,34.15950684931512,3.4823561643835697,18.33704109589046,0.04202739726027392,29.899999999999984,30.10673972602738
1990,37.518849315068515,59.8630136986302,22.959068493150703,34.71824657534244,3.9401095890411018,18.28947945205483,0.030876712328767122,29.85495890410961,30.06728767123288
1991,38.41145205479452,59.275178082191765,25.630465753424655,36.3402191780822,3.6688767123287698,17.65868493150687,0.05654794520547946,29.86764383561644,30.07027397260272
1992,38.24836065573769,60.52803278688527,24.473442622950827,35.179999999999986,3.7684426229508254,17.660874316939907,0.03131147540983606,29.876721311475432,30.073934426229496
1993,35.64999999999999,55.64249999999998,23.47850000000001,33.81550000000004,3.937000000000003,17.68375000000003,0.03974999999999998,29.90005555555558,30.094749999999987
1994,38.250637119113584,60.00271468144046,24.035623268698053,35.48481994459837,3.830221606648207,17.66307479224378,0.03437673130193904,29.871772853185607,30.074127423822695
1995,37.287811634349026,57.71506925207761,26.208587257617715,37.08786703601111,2.934764542936293,18.22119113573409,0.0361495844875346,29.87180055401663,30.073213296398908
1996,34.154560439560456,54.727472527472486,22.832857142857137,34.58626373626376,2.910659340659345,20.0311263736264,0.02453296703296702,29.85945054945055,30.05958791208791
1997,37.29664835164836,56.96164835164836,27.925274725274708,38.243626373626384,3.2937087912087932,19.83197802197805,0.030851648351648327,29.886071428571405,30.089505494505495
1998,38.363123287671236,59.00493150684923,29.00608219178082,39.57084931506852,2.6879452054794553,18.71372602739727,0.02136986301369862,29.849863013698613,30.02912328767124
1999,38.86465753424656,60.91095890410958,24.46317808219176,36.33676712328767,2.8346027397260296,19.86446575342467,2.7397260273972603e-05,29.859041095890408,30.07473972602742
2000,36.936229508196725,58.26672131147538,22.863770491803287,35.00688524590164,2.8430327868852507,19.681666666666676,0.0010928961748633882,29.871229508196713,30.087568306010937
2001,38.68317808219176,59.63172602739719,24.20230136986302,34.754739726027395,2.8452602739726065,19.16920547945207,0.000273972602739726,29.87309589041096,30.077917808219183
2002,36.24750684931507,57.3864109589041,22.297753424657554,33.642191780821896,3.760712328767128,20.75238356164383,0.0013698630136986301,29.88202739726029,30.09189041095892
2003,38.90509589041097,59.75057534246576,24.267397260273977,35.57731506849314,2.9941643835616465,19.533369863013736,0.00013698630136986303,29.863945205479446,30.06816438356163
2004,38.5016393442623,59.41459016393439,24.913606557377047,35.957049180327836,2.90371584699454,19.741557377049194,8.19672131147541e-05,29.882650273224016,30.086584699453564
2005,38.06230136986301,59.045863013698636,24.31276712328767,35.53145205479447,3.227726027397265,19.490602739726068,0.000273972602739726,29.867863013698603,30.071616438356138
2006,39.03972602739728,61.1289315068493,23.47687671232876,35.25134246575344,2.713643835616443,19.907068493150717,0.0005205479452054794,29.861698630137013,30.07780821917806
2007,38.94602739726027,59.689424657534225,25.21375342465754,36.87232876712328,2.8800273972602763,19.656219178082207,0.01471232876712328,29.863643835616436,30.076465753424657
2008,36.87967213114755,58.5209836065574,21.81573770491804,33.84475409836066,2.418251366120222,20.05349726775959,0.032568306010928964,29.83887978142077,30.070300546448077
2009,36.794725274725295,58.03620879120877,23.448516483516475,34.41813186813186,2.6106318681318696,19.341043956043986,0.023873626373626354,29.885604395604414,30.09140109890112
2010,37.59134246575341,57.56936986301372,25.704931506849316,36.55375342465753,2.1900821917808218,19.029863013698602,0.05202739726027395,29.850465753424633,30.050931506849345
2011,37.41681318681322,57.74395604395606,24.095824175824184,35.68406593406597,2.863516483516487,20.98027472527477,0.05076923076923077,29.83782967032963,30.056813186813194
2012,39.790655737704924,62.387049180327786,22.94540983606559,34.8711475409836,2.2443989071038257,19.852759562841555,0.016229508196721296,29.846147540983633,30.051775956284196
2013,38.06659340659341,58.781428571428556,25.85675824175825,36.33137362637359,3.0675824175824205,20.73175824175826,0.04346153846153846,29.892664835164847,30.097032967032987
2014,37.470520547945256,57.43424657534245,24.970630136986294,35.744986301369856,3.08238356164384,20.655150684931545,0.03572602739726025,29.87726027397261,30.091397260273993
2015,40.12076923076922,61.455219780219764,25.21686813186812,36.64142857142857,2.8251098901098923,20.335054945054974,0.03189560439560438,29.895934065934043,30.09590659340657
2016,40.30459016393442,61.11573770491798,25.28000000000001,36.59885245901637,2.9353278688524633,20.614125683060127,0.039863387978142054,29.87713114754102,30.08040983606558
2017,38.72428571428573,58.92730769230766,23.802582417582418,35.518901098901104,2.6956593406593434,19.65208791208794,0.047472527472527455,29.872774725274727,30.086538461538478
