Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Precipitation (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg)
1987,51.7802197802198,70.93835164835173,41.86390109890113,52.42802197802201,1.6616758241758254,13.080989010989033,0.10458791208791207,30.00035714285714,30.162417582417575
1988,50.20065573770491,70.09163934426229,39.513278688524615,51.27770491803273,1.7722677595628447,13.889153005464504,0.09289617486338794,30.01169398907102,30.17281420765027
1989,52.09225274725273,70.36620879120886,43.1862087912088,53.62868131868123,1.8958516483516505,14.161373626373639,0.1312637362637363,30.014642857142864,30.171483516483505
1990,54.44476712328769,73.6825753424657,44.08860273972603,55.574082191780754,1.7677808219178097,14.147671232876739,0.1357534246575343,30.024301369863025,30.193123287671202
1991,54.19769863013692,72.58876712328764,44.0161095890411,55.311232876712346,1.6354246575342464,13.286986301369895,0.12378082191780818,30.026301369863035,30.181561643835618
1992,52.36163934426228,69.96180327868849,42.17196721311476,52.62327868852456,1.791147540983608,13.54327868852461,0.14680327868852458,29.99322404371585,30.156666666666663
1993,52.60876712328772,71.52799999999998,41.42953424657537,52.325205479452045,1.925123287671236,14.219972602739752,0.09810958904109592,29.997726027397267,30.165589041095895
1994,52.78109890109892,71.37648351648353,42.39846153846152,53.51494505494506,2.107500000000002,14.426401098901117,0.09961538461538465,30.02390109890108,30.181401098901116
1995,51.393150684931456,69.6357808219178,42.54800000000001,53.16849315068493,1.5849041095890415,12.316000000000027,0.13194520547945202,29.98230136986303,30.136465753424677
1996,50.65508196721309,69.30622950819665,41.22819672131148,52.843114754098345,1.8729781420765048,12.694562841530079,0.0769398907103825,29.98699453551912,30.15650273224047
1997,51.68164383561642,70.59841095890413,41.1499178082192,52.83068493150688,1.152849315068493,12.750054794520564,0.061999999999999986,29.970767123287665,30.137068493150668
1998,53.679397260273944,73.07649315068487,46.14109589041098,56.709808219178015,1.190958904109589,12.361808219178116,0.04931506849315068,29.963506849315063,30.121945205479463
1999,50.29342465753425,71.31101369863013,43.06975342465754,54.467452054794535,0.8530410958904107,11.901205479452079,0.041397260273972586,29.99569863013699,30.156164383561634
2000,49.17643835616437,69.94104109589045,42.719616438356155,53.719835616438324,0.7181369863013696,12.08890410958905,0.09002739726027396,30.008164383561624,30.17063013698633
2001,50.633698630137005,71.74646575342466,43.349863013698645,54.21594520547944,0.5981369863013695,11.739013698630151,0.07019178082191785,30.02126027397262,30.17301369863014
2002,51.127342465753365,70.95052054794519,44.11375342465754,55.255506849315026,0.7180547945205475,11.828109589041112,0.04526027397260273,30.009671232876713,30.17890410958906
2003,50.13747252747257,69.09285714285708,44.27016483516483,55.13642857142856,0.8272802197802195,12.21005494505496,0.16994505494505494,29.970109890109914,30.132719780219798
2004,50.754426229508205,72.67459016393438,43.40295081967215,53.57590163934424,0.8920218579234969,11.682622950819688,0.11967213114754098,30.01183060109291,30.171584699453565
2005,50.61150684931504,72.36684931506852,42.8246575342466,53.07183561643834,0.8381095890410954,11.982602739726058,0.11260273972602734,29.968520547945197,30.13002739726028
2006,50.7096438356164,71.69369863013699,42.17665753424659,53.28980821917803,0.49361643835616437,12.020082191780833,0.1215616438356165,29.972164383561644,30.134547945205487
2007,51.49671232876713,73.29643835616434,40.13994520547945,51.86164383561644,0.6296712328767122,12.08983561643838,0.0775616438356165,30.005534246575333,30.167123287671252
2008,50.347704918032754,70.7162295081967,41.2788524590164,52.955245901639294,1.1906010928961746,13.594098360655757,0.08103825136612022,29.98612021857921,30.16207650273224
2009,50.84180821917807,69.88186301369858,42.91293150684934,53.41901369863005,0.9508767123287668,12.837205479452084,0.10457534246575341,29.982219178082204,30.142849315068492
2010,50.35457534246577,71.54032876712333,41.48920547945206,51.79901369863013,0.6035068493150686,12.018164383561635,0.10024657534246578,29.941013698630115,30.098493150684952
2011,51.41731506849318,72.63857534246578,43.70147945205483,54.43786301369867,0.7993150684931504,12.993808219178096,0.12032876712328767,29.96238356164382,30.130383561643857
2012,52.39114754098364,72.84229508196717,44.65852459016396,54.807868852458995,0.6376775956284151,12.308442622950839,0.08366120218579239,29.98598360655738,30.140327868852467
2013,50.77572602739724,69.82712328767134,43.28230136986303,53.94224657534246,0.9611232876712322,12.498958904109603,0.13126027397260276,30.0168219178082,30.181643835616466
2014,49.99457534246581,70.25616438356164,40.51967123287672,51.73589041095884,0.8883013698630131,12.419890410958915,0.12432876712328766,29.985753424657528,30.14816438356161
2015,52.87309589041098,72.86493150684923,42.25901369863014,53.768657534246536,0.9327671232876712,12.899452054794533,0.12778082191780826,30.012602739726034,30.174301369863006
2016,52.96655737704923,73.40983606557376,42.8216393442623,53.47655737704917,1.061830601092896,13.250245901639357,0.0865846994535519,30.00295081967216,30.163278688524585
2017,53.54082872928178,73.63618784530385,45.18226519337013,55.940000000000055,1.1765745856353587,13.341104972375712,0.11107734806629832,29.988756906077338,30.146546961325946
