Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
KCMH,America/New_York,2013-01-01,19.94,33.80,12.20,32.00,0.00,12.66,,N,1.00,10.00,0.03,9.00,30.01,30.13,FEW,mostly clear,OVC,overcast,-SN,light snow,BR,mist,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-02,14.00,24.80,10.04,14.00,0.00,6.90,,SW,4.00,10.00,,7.00,30.11,30.23,CLR,clear,BKN,mostly cloudy,BR,mist,,,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-03,8.60,30.92,6.80,21.92,0.00,14.96,,W,4.00,10.00,,6.00,30.17,30.27,CLR,clear,OVC,overcast,HZ,haze,BR,mist,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-04,21.92,32.00,15.08,23.00,4.60,20.71,27.62,W,7.00,10.00,,5.00,30.24,30.31,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-05,17.06,37.04,15.08,28.04,0.00,11.51,,S,5.00,10.00,0.00,5.00,30.15,30.37,CLR,clear,OVC,overcast,BR,mist,,,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-06,28.04,37.94,23.00,33.80,4.60,23.02,27.62,W,4.00,10.00,0.01,4.00,30.00,30.30,FEW,mostly clear,OVC,overcast,-RA,light rain,HZ,haze,BR,mist,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-07,26.96,35.06,21.92,24.98,0.00,11.51,,S,4.00,10.00,,3.00,30.26,30.47,CLR,clear,OVC,overcast,HZ,haze,BR,mist,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-08,21.20,44.96,19.94,30.92,0.00,9.21,,SE,7.00,10.00,,3.00,30.23,30.33,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-09,32.00,48.02,26.06,39.20,0.00,14.96,,SW,8.00,10.00,0.06,1.00,30.21,30.51,CLR,clear,OVC,overcast,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
KCMH,America/New_York,2013-01-10,28.04,42.98,26.06,32.00,0.00,13.81,20.71,E,6.00,10.00,,,30.16,30.56,FEW,mostly clear,OVC,overcast,BR,mist,,,,,,,,,,,,,,,,,,,,,,
