Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
KMIA,America/New_York,2010-01-01,57.02,80.96,50.00,68.00,0.00,19.69,33.33,W,3.73,10.00,0.13,,29.95,30.10,NCD,no cloud detected,OVC,overcast,IWC61,light rain,IWCA61,light rain,-RA,light rain,IWC04,smoke,IWCA05,smoke,IWC10,mist,IWCA10,mist,BR,mist,FU,smoke,,,,,,
KMIA,America/New_York,2010-01-02,50.00,64.94,28.94,50.00,0.00,13.87,23.04,N,9.94,10.00,0.00,,30.06,30.15,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-03,46.94,60.98,30.02,39.02,3.36,10.29,18.34,NW,9.94,10.00,0.00,,30.04,30.13,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-04,44.06,59.00,23.00,39.02,3.36,12.75,17.22,NW,9.94,10.00,0.00,,30.06,30.15,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-05,42.98,59.00,30.92,41.00,0.00,12.75,20.80,NW,9.94,10.00,0.00,,30.13,30.23,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-06,39.92,57.02,26.96,33.98,0.00,13.87,19.69,NW,9.94,10.00,0.00,,30.18,30.27,NCD,no cloud detected,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-07,44.06,60.98,21.92,35.96,0.00,6.93,,N,9.94,10.00,0.00,,30.14,30.26,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-08,48.92,73.94,28.94,55.04,0.00,13.87,21.92,SW,9.94,10.00,0.00,,30.02,30.15,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-09,37.94,62.06,30.02,57.20,0.00,17.22,27.74,NW,1.99,10.00,0.45,,30.01,30.23,FEW,mostly clear,OVC,overcast,IWC63,rain,IWCA62,rain,RA,rain,IWCA61,light rain,-RA,light rain,IWC61,light rain,IWCA10,mist,BR,mist,IWC10,mist,,,,,,
KMIA,America/New_York,2010-01-10,35.96,48.02,19.94,33.98,5.82,16.11,28.86,NW,9.94,10.00,0.00,,30.21,30.39,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-11,35.96,60.98,24.98,37.04,4.70,11.41,18.34,NW,9.94,10.00,0.00,,30.29,30.41,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-12,42.98,60.98,26.96,44.06,0.00,10.29,20.80,NW,9.00,10.00,0.00,,30.26,30.37,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-13,46.94,67.28,25.70,41.00,0.00,11.41,17.22,N,9.94,10.00,0.00,,30.23,30.36,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-14,55.04,73.94,39.92,55.94,0.00,12.75,,E,9.94,10.00,0.00,,30.18,30.29,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-15,62.96,78.08,57.02,62.96,0.00,19.69,23.04,E,9.94,10.00,0.00,,30.10,30.19,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-16,71.06,80.06,62.06,68.00,8.05,21.92,29.97,SE,9.94,10.00,0.00,,30.03,30.13,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
KMIA,America/New_York,2010-01-17,68.00,80.06,64.04,71.06,5.82,17.22,29.97,S,2.50,10.00,0.28,,29.96,30.04,NCD,no cloud detected,OVC,overcast,IWC65,heavy rain,IWCA63,heavy rain,+RA,heavy rain,IWC61,light rain,IWCA61,light rain,-RA,light rain,IWC10,mist,IWCA10,mist,BR,mist,,,,,,
KMIA,America/New_York,2010-01-18,62.96,75.92,53.96,64.04,0.00,11.41,17.22,W,5.59,10.00,0.00,,30.03,30.14,NCD,no cloud detected,BKN,mostly cloudy,IWC10,mist,IWCA10,mist,BR,mist,,,,,,,,,,,,,,,,,,
