Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
KICT,America/Chicago,1987-01-01,24.98,42.98,19.94,26.96,4.60,19.56,25.32,N,15.00,15.00,,,30.14,30.29,CLR,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-02,19.94,44.96,17.96,32.00,4.60,21.86,29.92,S,2.00,20.00,0.05,,29.82,30.13,CLR,clear,OVC,overcast,-SN,light snow,-RASN,light rain and snow,-SHRASN,showers of light rain and snow,-SHRA,showers of light rain,FG,fog,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-03,24.98,37.04,24.08,33.98,0.00,13.81,,N,0.00,7.00,0.10,1.00,30.05,30.22,CLR,clear,OVC,overcast,-SN,light snow,FG,fog,,,,,,,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-04,24.08,37.94,21.02,33.98,0.00,49.48,,S,0.00,15.00,,,30.12,30.26,CLR,clear,OVC,overcast,FG,fog,FZFG,freezing fog,BR,mist,,,,,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-05,32.00,44.06,30.02,37.04,13.81,25.32,34.52,S,5.00,20.00,,,29.75,30.13,CLR,clear,OVC,overcast,FG,fog,,,,,,,,,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-06,35.96,48.92,28.94,33.98,9.21,24.17,33.37,N,15.00,20.00,,,29.64,30.20,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-07,24.98,37.04,21.92,30.02,4.60,17.26,,NE,8.00,20.00,,,30.20,30.34,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-08,28.04,33.98,24.98,32.00,0.00,9.21,,E,0.37,15.00,0.37,3.00,30.08,30.31,SCT,partly cloudy,OVC,overcast,SN,snow,-SN,light snow,PL,ice pellets,-RA,light rain,FG,fog,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-09,28.94,35.06,19.04,30.92,4.60,20.71,,NW,0.50,20.00,0.12,7.00,29.83,30.06,CLR,clear,OVC,overcast,-SN,light snow,FG,fog,,,,,,,,,,,,,,,,,,,,
KICT,America/Chicago,1987-01-10,14.00,28.04,12.02,21.92,4.60,25.32,34.52,N,10.00,20.00,,4.00,29.96,30.25,CLR,clear,OVC,overcast,-SN,light snow,,,,,,,,,,,,,,,,,,,,,,
