State, Unemployment
AL,42000
AZ,80000
AR,34000
CA,600000
CO,48000
FL,240000
GA,115000
HI,9000
ID,127000
IL,28000
IN,29000
IA,49000
KS,42000
KY,12000
LA,38000
ME,14000
MI,95000
MN,160000
MS,21000
MO,30000
MT,105000
NE,113000
NJ,30000
NY,94000
NC,21000
ND,250000
OH,50000
OR,60000
PA,45000
SD,245000
TN,35000
TX,124000
UT,36000
VT,7000
VA,25000
WA,65000
WV,30000
WI,102000
WY,39000
