State, Unemployment
AL,16000
AZ,40000
AR,52000
CA,440000
CO,29000
FL,232000
GA,55000
HI,7000
ID,100000
IL,8000
IN,8000
IA,30000
KS,15000
KY,4000
LA,43000
ME,11000
MI,72000
MN,150000
MS,17000
MO,23000
MT,124000
NE,50000
NJ,11000
NY,58000
NC,11000
ND,300000
OH,18000
OR,48000
PA,25000
SD,235000
TN,9000
TX,105000
UT,24000
VT,7000
VA,7000
WA,52000
WV,7000
WI,84000
WY,39000
