State, Unemployment
AL,7000
AZ,29000
AR,22000
CA,330000
CO,26000
FL,220000
GA,67000
HI,13000
ID,83000
IL,7000
IN,6000
IA,39000
KS,6000
KY,3000
LA,50000
ME,7000
MI,85000
MN,130000
MS,17000
MO,10000
MT,159000
NE,46000
NJ,11000
NY,55000
NC,10000
ND,480000
OH,17000
OR,62000
PA,13000
SD,265000
TN,7000
TX,106000
UT,30000
VT,3000
VA,5000
WA,69000
WV,6000
WI,59000
WY,47000
