State, Unemployment
AL,9000
AZ,23000
AR,22000
CA,370000
CO,31000
FL,180000
GA,65000
HI,9000
ID,87000
IL,7000
IN,8000
IA,25000
KS,7000
KY,4000
LA,36000
ME,4000
MI,74000
MN,120000
MS,18000
MO,8000
MT,145000
NE,41000
NJ,11000
NY,49000
NC,14000
ND,460000
OH,15000
OR,60000
PA,24000
SD,250000
TN,7000
TX,78000
UT,23000
VT,4000
VA,4000
WA,71000
WV,4000
WI,57000
WY,35000
