State, Unemployment
AL,46000
AZ,80000
AR,29000
CA,540000
CO,44000
FL,240000
GA,120000
HI,9000
ID,120000
IL,28000
IN,25000
IA,44000
KS,46000
KY,14000
LA,35000
ME,9000
MI,93000
MN,160000
MS,19000
MO,30000
MT,95000
NE,110000
NJ,25000
NY,90000
NC,20000
ND,300000
OH,55000
OR,55000
PA,48000
SD,260000
TN,35000
TX,120000
UT,35000
VT,7000
VA,25000
WA,75000
WV,21000
WI,92000
WY,39000
