State, Unemployment
AL,11000
AZ,30000
AR,28000
CA,340000
CO,31000
FL,160000
GA,60000
HI,10000
ID,92000
IL,9000
IN,8000
IA,26000
KS,14000
KY,4000
LA,29000
ME,9000
MI,72000
MN,130000
MS,15000
MO,14000
MT,135000
NE,45000
NJ,9000
NY,53000
NC,12000
ND,420000
OH,14000
OR,46000
PA,25000
SD,255000
TN,7000
TX,105000
UT,28000
VT,5000
VA,6000
WA,46000
WV,6000
WI,60000
WY,43000
