State, Unemployment
AL,9000
AZ,25000
AR,28000
CA,360000
CO,27000
FL,150000
GA,65000
HI,10000
ID,90000
IL,8000
IN,7000
IA,24000
KS,10000
KY,4000
LA,40000
ME,7000
MI,71000
MN,122000
MS,14000
MO,11000
MT,134000
NE,36000
NJ,9000
NY,50000
NC,12000
ND,400000
OH,14000
OR,50000
PA,23000
SD,225000
TN,7000
TX,77000
UT,28000
VT,5000
VA,6000
WA,49000
WV,6000
WI,58000
WY,39000
