State, Unemployment
AL,23000
AZ,75000
AR,47000
CA,550000
CO,50000
FL,225000
GA,102000
HI,10000
ID,140000
IL,21000
IN,21000
IA,70000
KS,35000
KY,7000
LA,40000
ME,13000
MI,105000
MN,180000
MS,28000
MO,28000
MT,86000
NE,108000
NJ,11000
NY,77000
NC,18000
ND,215000
OH,48000
OR,56000
PA,40000
SD,225000
TN,14000
TX,140000
UT,45000
VT,6000
VA,16000
WA,85000
WV,26000
WI,110000
WY,41000
