State, Unemployment
AL,29000
AZ,67000
AR,42000
CA,480000
CO,55000
FL,220000
GA,111000
HI,10000
ID,140000
IL,23000
IN,22000
IA,70000
KS,36000
KY,8000
LA,38000
ME,20000
MI,100000
MN,170000
MS,24000
MO,30000
MT,98000
NE,118000
NJ,15000
NY,81000
NC,20000
ND,220000
OH,42000
OR,61000
PA,41000
SD,245000
TN,19000
TX,140000
UT,47000
VT,6000
VA,16000
WA,80000
WV,30000
WI,112000
WY,40000
