State, Unemployment
AL,13000
AZ,36000
AR,36000
CA,400000
CO,28000
FL,160000
GA,59000
HI,9000
ID,95000
IL,8000
IN,8000
IA,28000
KS,16000
KY,5000
LA,35000
ME,8000
MI,65000
MN,120000
MS,16000
MO,15000
MT,130000
NE,40000
NJ,12000
NY,59000
NC,10000
ND,370000
OH,15000
OR,39000
PA,28000
SD,220000
TN,7000
TX,84000
UT,24000
VT,6000
VA,8000
WA,51000
WV,8000
WI,64000
WY,40000
