State, Unemployment
AL,7000
AZ,26000
AR,21000
CA,320000
CO,27000
FL,245000
GA,73000
HI,15000
ID,100000
IL,8000
IN,5000
IA,35000
KS,7000
KY,5000
LA,48000
ME,8000
MI,91000
MN,132000
MS,20000
MO,12000
MT,162000
NE,50000
NJ,12000
NY,60000
NC,12000
ND,490000
OH,15000
OR,71000
PA,17000
SD,280000
TN,7000
TX,116000
UT,29000
VT,3000
VA,6000
WA,68000
WV,6000
WI,53000
WY,38000
