State, Unemployment
AL,19000
AZ,55000
AR,50000
CA,500000
CO,53000
FL,200000
GA,80000
HI,9000
ID,133000
IL,15000
IN,12000
IA,56000
KS,23000
KY,4000
LA,47000
ME,13000
MI,90000
MN,180000
MS,17000
MO,24000
MT,95000
NE,83000
NJ,11000
NY,65000
NC,15000
ND,220000
OH,30000
OR,53000
PA,28000
SD,245000
TN,8000
TX,105000
UT,42000
VT,6000
VA,10000
WA,60000
WV,20000
WI,100000
WY,34000
