State, Unemployment
AL,18000
AZ,53000
AR,55000
CA,400000
CO,45000
FL,230000
GA,80000
HI,9000
ID,127000
IL,13000
IN,13000
IA,52000
KS,19000
KY,3000
LA,40000
ME,8000
MI,90000
MN,170000
MS,19000
MO,25000
MT,119000
NE,72000
NJ,11000
NY,68000
NC,15000
ND,235000
OH,27000
OR,50000
PA,27000
SD,260000
TN,6000
TX,103000
UT,43000
VT,5000
VA,11000
WA,60000
WV,20000
WI,75000
WY,46000
