State, Unemployment
AL,9000
AZ,20000
AR,24000
CA,355000
CO,28000
FL,170000
GA,65000
HI,10000
ID,103000
IL,8000
IN,9000
IA,26000
KS,9000
KY,5000
LA,37000
ME,6000
MI,66000
MN,122000
MS,14000
MO,11000
MT,146000
NE,48000
NJ,11000
NY,45000
NC,11000
ND,450000
OH,11000
OR,55000
PA,21000
SD,270000
TN,7000
TX,89000
UT,26000
VT,5000
VA,6000
WA,62000
WV,5000
WI,63000
WY,37000
