State, Unemployment
AL,7000
AZ,26000
AR,24000
CA,275000
CO,29000
FL,220000
GA,69000
HI,14000
ID,89000
IL,8000
IN,6000
IA,36000
KS,8000
KY,5000
LA,44000
ME,10000
MI,90000
MN,122000
MS,15000
MO,10000
MT,146000
NE,57000
NJ,12000
NY,58000
NC,12000
ND,490000
OH,17000
OR,71000
PA,17000
SD,290000
TN,7000
TX,126000
UT,27000
VT,5000
VA,6000
WA,73000
WV,5000
WI,52000
WY,38000
