State, Unemployment
AL,41000
AZ,78000
AR,34000
CA,620000
CO,50000
FL,250000
GA,116000
HI,9000
ID,140000
IL,29000
IN,28000
IA,67000
KS,37000
KY,12000
LA,35000
ME,17000
MI,102000
MN,165000
MS,24000
MO,33000
MT,100000
NE,119000
NJ,25000
NY,94000
NC,25000
ND,310000
OH,53000
OR,63000
PA,41000
SD,235000
TN,25000
TX,140000
UT,47000
VT,6000
VA,23000
WA,70000
WV,32000
WI,108000
WY,41000
